x1	y1	z1
PTA	Gtpbp2	0.2
PTA	Gtpbp3	0.1
PTA	Gtpbp5	0.1
PTA	Gtpbp6	0.1
PTA	Gtpbp8	0.1
PTA	Gtse1	0.1
PTA	Gtsf1	0.1
PTA	Gtsf1l	0.1
PTA	Guca1a	0.1
PTA	Guca1b	0.1
PTA	Guca2a	0.1
PTA	Guca2b	0.1
PTA	Gucy1a2	0.1
PTA	Gucy1a3	0.1
PTA	Gucy1b2	0.1
PTA	Gucy1b3	0.1
PTA	Gucy2c	0.1
PTA	Gucy2d	0.1
PTA	Gucy2e	0.1
PTA	Gucy2f	0.1
PTA	Gulp1	0.1
PTA	Gusb	0.1
PTA	Gxylt1	0.2
PTA	Gxylt2	0.2
PTA	Gyltl1b	0.1
PTA	Gypa	0.1
PTA	Gypc	0.1
PTA	Gys1	0.7
PTA	Gys2	0.1
PTA	Gzf1	0.6
PTA	Gzma	0.1
PTA	Gzmb	0.1
PTA	Gzmk	0.1
PTA	Gzmm	0.1
PTA	H19	0.1
PTA	H1fnt	2.2
PTA	H1foo	0.1
PTA	H1fx	0.1
PTA	H2afb1	0.1
PTA	H2afj	0.1
PTA	H2afx	3.3
PTA	H2afy2	0.1
PTA	H6pd	0.4
PTA	Haao	0.1
PTA	Habp2	0.1
PTA	Habp4	4.0
PTA	Hace1	1.7
PTA	Hacl1	0.1
PTA	Haghl	0.1
PTA	Hal	0.1
PTA	Hamp	1.9
PTA	Hand1	0.1
PTA	Hand2	0.1
PTA	Hao1	0.1
PTA	Hao2	0.1
PTA	Hap1	1.2
PTA	Hapln2	0.1
PTA	Hapln3	0.1
PTA	Hapln4	0.1
PTA	Harbi1	0.1
PTA	Hars	3.1
PTA	Hars2	1.5
PTA	Has1	0.1
PTA	Has2	0.1
PTA	Has3	0.1
PTA	Haus1	0.1
PTA	Haus2	8.1
PTA	Haus4	0.2
PTA	Haus5	0.3
PTA	Haus6	1.1
PTA	Haus7	0.1
PTA	Haus8	0.1
PTA	Havcr1	0.1
PTA	Havcr2	0.1
PTA	Hax1	1.8
PTA	Hccs	0.6
PTA	Hcfc1r1	0.4
PTA	Hcfc2	1.8
PTA	Hck	0.1
PTA	Hcls1	0.2
PTA	Hcn1	0.1
PTA	Hcn2	0.1
PTA	Hcn3	0.3
PTA	Hcn4	0.1
PTA	Hcrt	0.1
PTA	Hcrtr1	0.1
PTA	Hcrtr2	0.1
PTA	Hcst	0.1
PTA	Hdac1	0.2
PTA	Hdac10	0.1
PTA	Hdac11	6.2
PTA	Hdac4	0.1
PTA	Hdac5	0.1
PTA	Hdac6	0.4
PTA	Hdac7	0.1
PTA	Hdac9	0.1
PTA	Hdc	0.1
PTA	Hddc3	2.5
PTA	Hdgfl1	0.1
PTA	Hdgfrp3	2.2
PTA	Hdhd3	0.5
PTA	Hdx	0.7
PTA	Heatr1	0.1
PTA	Heatr2	0.2
PTA	Heatr3	2.3
PTA	Heatr5a	4.0
PTA	Heatr5b	0.6
PTA	Heatr6	2.6
PTA	Heatr7a	0.1
PTA	Heatr7b2	0.1
PTA	Heatr8	1.6
PTA	Hebp1	0.1
PTA	Hebp2	0.2
PTA	Heca	0.1
PTA	Hectd2	0.5
PTA	Hectd3	1.3
PTA	Hecw1	0.3
PTA	Hecw2	0.1
PTA	Heg1	3.0
PTA	Helb	0.1
PTA	Hells	0.1
PTA	Helq	3.0
PTA	Helt	0.1
PTA	Helz	4.7
PTA	Hemgn	0.1
PTA	Hemk1	0.1
PTA	Hepacam2	0.1
PTA	Heph	2.4
PTA	Hephl1	0.1
PTA	Herc2	0.8
PTA	Herc3	3.0
PTA	Herc4	0.3
PTA	Herc6	0.5
PTA	Hes2	0.1
PTA	Hes3	0.1
PTA	Hes6	1.4
PTA	Hes7	0.1
PTA	Hesx1	0.5
PTA	Hexdc	0.1
PTA	Hexim1	4.7
PTA	Hexim2	0.1
PTA	Hey2	0.7
PTA	Heyl	0.7
PTA	Hfe	3.4
PTA	Hfe2	0.1
PTA	Hfm1	0.1
PTA	Hgd	0.1
PTA	Hgfac	0.1
PTA	Hgs	0.1
PTA	Hgsnat	3.7
PTA	Hhat	0.1
PTA	Hhatl	17.5
PTA	Hhex	0.1
PTA	Hhip	0.1
PTA	Hhipl1	0.1
PTA	Hhipl2	0.1
PTA	Hhla1	0.1
PTA	Hiatl1	4.8
PTA	Hic1	0.1
PTA	Hic2	0.1
PTA	Hif1an	0.8
PTA	Higd1b	0.1
PTA	Higd1c	0.1
PTA	Hils1	0.1
PTA	Hinfp	0.1
PTA	Hint3	2.3
PTA	Hip1r	3.1
PTA	Hipk3	10.9
PTA	Hipk4	0.1
PTA	Hira	0.1
PTA	Hirip3	0.7
PTA	Hist1h1a	0.1
PTA	Hist1h1b	0.1
PTA	Hist1h1c	24.7
PTA	Hist1h1d	0.1
PTA	Hist1h1e	0.1
PTA	Hist1h1t	0.1
PTA	Hist1h2aa	0.1
PTA	Hist1h2ab	15.2
PTA	Hist1h2ac	0.1
PTA	Hist1h2ad	0.1
PTA	Hist1h2ae	0.1
PTA	Hist1h2ag	0.1
PTA	Hist1h2ah	0.1
PTA	Hist1h2ai	0.1
PTA	Hist1h2ak	0.1
PTA	Hist1h2ba	0.1
PTA	Hist1h2bb	0.9
PTA	Hist1h2be	0.1
PTA	Hist1h2bf	0.1
PTA	Hist1h2bg	0.1
PTA	Hist1h2bh	0.1
PTA	Hist1h2bj	0.1
PTA	Hist1h2bk	0.1
PTA	Hist1h2bl	0.1
PTA	Hist1h2bm	0.1
PTA	Hist1h2bn	0.1
PTA	Hist1h3a	0.4
PTA	Hist1h3b	0.1
PTA	Hist1h3c	0.1
PTA	Hist1h3d	0.1
PTA	Hist1h3e	0.1
PTA	Hist1h3f	0.1
PTA	Hist1h3g	0.1
PTA	Hist1h3h	0.1
PTA	Hist1h3i	0.1
PTA	Hist1h4a	0.1
PTA	Hist1h4b	0.1
PTA	Hist1h4c	0.1
PTA	Hist1h4d	0.1
PTA	Hist1h4f	0.1
PTA	Hist1h4h	0.1
PTA	Hist1h4i	0.1
PTA	Hist1h4j	0.1
PTA	Hist1h4k	0.1
PTA	Hist2h2ab	0.1
PTA	Hist2h2ac	6.3
PTA	Hist3h2a	0.1
PTA	Hist4h4	0.1
PTA	Hivep2	4.7
PTA	Hivep3	0.2
PTA	Hjurp	0.1
PTA	Hk1	3.4
PTA	Hk2	0.1
PTA	Hk3	0.1
PTA	Hkdc1	0.1
PTA	Hlcs	2.9
PTA	Hltf	1.3
PTA	Hlx	0.1
PTA	Hmbox1	5.8
PTA	Hmbs	0.3
PTA	Hmcn1	0.1
PTA	Hmg20b	0.1
PTA	Hmga1	0.1
PTA	Hmga2	0.1
PTA	Hmgb1	2.2
PTA	Hmgb2	1.9
PTA	Hmgb3	0.1
PTA	Hmgb4	0.1
PTA	Hmgcl	0.1
PTA	Hmgcll1	0.1
PTA	Hmgcs2	0.1
PTA	Hmgxb3	0.9
PTA	Hmgxb4	1.9
PTA	Hmha1	0.1
PTA	Hmmr	0.1
PTA	Hmox1	0.1
PTA	Hmox2	0.1
PTA	Hmx1	0.1
PTA	Hmx2	0.1
PTA	Hmx3	0.1
PTA	Hn1	0.2
PTA	Hn1l	0.1
PTA	Hnf1a	0.1
PTA	Hnf1b	0.1
PTA	Hnf4a	0.1
PTA	Hnf4g	0.5
PTA	Hnrnpa1	6.4
PTA	Hnrnpul2	7.2
PTA	Hnrpll	1.0
PTA	Hoga1	0.1
PTA	Homer1	0.1
PTA	Homer2	0.1
PTA	Homer3	0.4
PTA	Homez	1.2
PTA	Hook1	0.1
PTA	Hook2	0.1
PTA	Hormad1	0.1
PTA	Hormad2	0.1
PTA	Hoxa1	0.1
PTA	Hoxa10	0.1
PTA	Hoxa11	0.1
PTA	Hoxa13	0.1
PTA	Hoxa2	0.1
PTA	Hoxa3	0.1
PTA	Hoxa4	0.1
PTA	Hoxa5	0.1
PTA	Hoxa6	0.1
PTA	Hoxa7	0.1
PTA	Hoxa9	0.1
PTA	Hoxb1	0.1
PTA	Hoxb13	0.1
PTA	Hoxb2	0.1
PTA	Hoxb3	0.1
PTA	Hoxb4	0.1
PTA	Hoxb5	0.1
PTA	Hoxb6	0.1
PTA	Hoxb7	0.1
PTA	Hoxb8	0.1
PTA	Hoxb9	0.1
PTA	Hoxc10	0.1
PTA	Hoxc11	0.1
PTA	Hoxc12	0.1
PTA	Hoxc13	0.1
PTA	Hoxc4	0.1
PTA	Hoxc5	0.1
PTA	Hoxc6	0.1
PTA	Hoxc8	0.1
PTA	Hoxc9	0.1
PTA	Hoxd1	0.1
PTA	Hoxd10	0.1
PTA	Hoxd11	0.1
PTA	Hoxd12	0.1
PTA	Hoxd13	0.1
PTA	Hoxd3	0.1
PTA	Hoxd4	0.1
PTA	Hoxd8	0.1
PTA	Hoxd9	0.1
PTA	Hp	2.7
PTA	Hpca	0.1
PTA	Hpcal1	0.6
PTA	Hpcal4	0.3
PTA	Hpd	0.1
PTA	Hpdl	0.1
PTA	Hpgd	0.1
PTA	Hpgds	0.1
PTA	Hpn	0.1
PTA	Hps1	0.2
PTA	Hps3	0.9
PTA	Hps4	0.1
PTA	Hps5	0.9
PTA	Hps6	0.1
PTA	Hpse	0.1
PTA	Hpse2	2.6
PTA	Hpx	0.1
PTA	Hr	0.1
PTA	Hrasls	0.1
PTA	Hrasls5	0.1
PTA	Hrc	0.1
PTA	Hrct1	0.1
PTA	Hrg	0.1
PTA	Hrh1	0.5
PTA	Hrh2	0.1
PTA	Hrh3	0.1
PTA	Hrh4	0.1
PTA	Hrk	0.1
PTA	Hrnr	0.1
PTA	Hs1bp3	0.1
PTA	Hs3st1	0.1
PTA	Hs3st2	0.1
PTA	Hs3st3a1	0.1
PTA	Hs3st3b1	0.1
PTA	Hs3st5	0.1
PTA	Hs3st6	0.1
PTA	Hs6st1	2.2
PTA	Hs6st2	0.1
PTA	Hs6st3	0.1
PTA	Hsbp1l1	7.2
PTA	Hscb	3.5
PTA	Hsd11b2	0.1
PTA	Hsd17b1	0.1
PTA	Hsd17b13	0.1
PTA	Hsd17b14	0.1
PTA	Hsd17b2	0.1
PTA	Hsd17b3	0.1
PTA	Hsd17b6	14.0
PTA	Hsd3b1	0.1
PTA	Hsd3b2	0.1
PTA	Hsd3b7	0.1
PTA	Hsdl1	0.1
PTA	Hsf2	0.4
PTA	Hsf2bp	0.1
PTA	Hsf4	0.1
PTA	Hsf5	0.2
PTA	Hsfy2	0.1
PTA	Hsh2d	0.1
PTA	Hspa12a	1.1
PTA	Hspa12b	0.1
PTA	Hspa13	3.7
PTA	Hspa14	0.1
PTA	Hspa1a	1.6
PTA	Hspa1b	0.1
PTA	Hspa1l	0.1
PTA	Hspb1	6.6
PTA	Hspb2	4.1
PTA	Hspb3	0.1
PTA	Hspb6	0.8
PTA	Hspb7	0.1
PTA	Hspb9	0.1
PTA	Hspbap1	0.1
PTA	Hspbp1	0.1
PTA	Hspg2	0.1
PTA	Htatip2	0.1
PTA	Htr1a	0.1
PTA	Htr1b	0.1
PTA	Htr1d	0.1
PTA	Htr1f	0.1
PTA	Htr2a	0.1
PTA	Htr2b	0.1
PTA	Htr2c	0.1
PTA	Htr3a	0.1
PTA	Htr3b	0.1
PTA	Htr4	0.1
PTA	Htr5a	0.1
PTA	Htr6	0.1
PTA	Htr7	0.1
PTA	Htra2	0.1
PTA	Htra3	0.1
PTA	Htra4	0.1
PTA	Htt	1.0
PTA	Hunk	0.1
PTA	Hus1	1.1
PTA	Hus1b	0.1
PTA	Hvcn1	4.1
PTA	Hyal2	0.1
PTA	Hyal3	0.1
PTA	Hyal4	0.1
PTA	Hydin	1.0
PTA	Hyi	3.1
PTA	Hyls1	3.0
PTA	Hyou1	0.8
PTA	Iah1	1.1
PTA	Iapp	0.1
PTA	Iars	1.8
PTA	Iars2	2.2
PTA	Ibsp	0.1
PTA	Ibtk	0.8
PTA	Ica1	0.1
PTA	Ica1l	1.0
PTA	Icam1	0.1
PTA	Icam2	0.1
PTA	Icam4	0.1
PTA	Icam5	0.1
PTA	Ick	0.9
PTA	Icmt	0.9
PTA	Icos	0.1
PTA	Idi2	0.1
PTA	Ido1	0.1
PTA	Ido2	0.1
PTA	Ier2	0.1
PTA	Ier3	0.7
PTA	Ier5	0.1
PTA	Ier5l	0.7
PTA	Iffo1	0.6
PTA	Iffo2	0.3
PTA	Ifi30	1.3
PTA	Ifi35	0.3
PTA	Ifi44	0.1
PTA	Ifih1	0.1
PTA	Ifit1	2.1
PTA	Ifit2	0.1
PTA	Ifit3	4.7
PTA	Ifitm1	0.1
PTA	Ifitm2	17.4
PTA	Ifitm3	134.1
PTA	Ifitm5	0.1
PTA	Ifltd1	0.5
PTA	Ifna1	0.1
PTA	Ifna13	0.1
PTA	Ifna14	0.1
PTA	Ifna2	0.1
PTA	Ifna4	0.1
PTA	Ifna5	0.1
PTA	Ifna6	0.1
PTA	Ifna7	0.1
PTA	Ifnar1	2.5
PTA	Ifnb1	0.1
PTA	Ifne	0.1
PTA	Ifng	0.1
PTA	Ifngr2	0.1
PTA	Ifnk	0.1
PTA	Ifrd2	0.1
PTA	Ift122	2.0
PTA	Ift140	0.1
PTA	Ift172	0.8
PTA	Ift46	6.3
PTA	Ift52	4.8
PTA	Ift80	0.1
PTA	Ift88	2.1
PTA	Igdcc3	0.3
PTA	Igf1	0.1
PTA	Igf1r	0.5
PTA	Igf2	0.1
PTA	Igf2bp1	0.1
PTA	Igf2bp2	0.1
PTA	Igf2bp3	0.1
PTA	Igf2r	0.9
PTA	Igfals	0.1
PTA	Igfbp1	0.1
PTA	Igfbp3	0.1
PTA	Igfbp4	0.1
PTA	Igfbp6	0.1
PTA	Igfbp7	149.8
PTA	Igfbpl1	0.1
PTA	Igfl3	0.1
PTA	Igfn1	0.1
PTA	Ighmbp2	0.4
PTA	Igj	0.1
PTA	Igll1	0.1
PTA	Iglon5	0.1
PTA	Igsf1	1.4
PTA	Igsf10	0.1
PTA	Igsf21	0.1
PTA	Igsf3	0.1
PTA	Igsf5	0.1
PTA	Igsf6	0.1
PTA	Igsf8	1.5
PTA	Igsf9	0.1
PTA	Igsf9b	0.1
PTA	Ihh	0.1
PTA	Ikbkap	1.9
PTA	Ikbkb	0.6
PTA	Ikbke	0.1
PTA	Ikbkg	0.9
PTA	Ikzf1	0.1
PTA	Ikzf2	2.8
PTA	Ikzf3	0.1
PTA	Ikzf4	1.0
PTA	Ikzf5	5.5
PTA	Il10	0.1
PTA	Il10ra	0.1
PTA	Il10rb	0.3
PTA	Il11	0.1
PTA	Il12a	0.1
PTA	Il12b	0.1
PTA	Il12rb1	0.1
PTA	Il12rb2	0.1
PTA	Il13	0.1
PTA	Il13ra1	1.4
PTA	Il13ra2	0.1
PTA	Il15	0.1
PTA	Il16	0.1
PTA	Il17a	0.1
PTA	Il17b	0.1
PTA	Il17c	0.1
PTA	Il17d	9.7
PTA	Il17f	0.1
PTA	Il17ra	0.1
PTA	Il17rb	15.2
PTA	Il17rc	0.1
PTA	Il17rd	0.9
PTA	Il17re	0.1
PTA	Il18bp	3.2
PTA	Il18r1	0.1
PTA	Il18rap	0.1
PTA	Il19	0.1
PTA	Il1a	1.1
PTA	Il1b	0.1
PTA	Il1f10	0.1
PTA	Il1r1	0.1
PTA	Il1r2	0.1
PTA	Il1rap	0.1
PTA	Il1rapl1	0.1
PTA	Il1rapl2	0.1
PTA	Il1rl1	0.1
PTA	Il1rl2	0.1
PTA	Il1rn	0.1
PTA	Il2	0.1
PTA	Il20	0.1
PTA	Il20ra	0.1
PTA	Il20rb	0.1
PTA	Il21	0.1
PTA	Il21r	0.1
PTA	Il22	0.1
PTA	Il22ra1	0.1
PTA	Il22ra2	0.1
PTA	Il23a	0.1
PTA	Il23r	0.1
PTA	Il24	0.1
PTA	Il25	0.1
PTA	Il27	0.1
PTA	Il27ra	0.1
PTA	Il28a	0.1
PTA	Il28b	0.1
PTA	Il28ra	0.1
PTA	Il2ra	0.1
PTA	Il2rb	0.1
PTA	Il2rg	0.1
PTA	Il3	0.1
PTA	Il31	0.1
PTA	Il31ra	0.1
PTA	Il34	0.1
PTA	Il3ra	0.1
PTA	Il4	0.1
PTA	Il4i1	0.1
PTA	Il5	0.1
PTA	Il5ra	0.1
PTA	Il6	0.1
PTA	Il7	0.1
PTA	Il7r	0.1
PTA	Il9	0.1
PTA	Il9r	0.1
PTA	Ildr1	0.1
PTA	Ildr2	3.6
PTA	Ilvbl	0.1
PTA	Immp1l	0.1
PTA	Immp2l	0.1
PTA	Imp4	0.3
PTA	Impa2	0.5
PTA	Impad1	15.4
PTA	Impdh1	0.1
PTA	Impdh2	3.7
PTA	Impg1	0.1
PTA	Impg2	0.5
PTA	Ina	0.1
PTA	Inadl	0.1
PTA	Inca1	0.1
PTA	Incenp	0.1
PTA	Inf2	0.2
PTA	Ing1	0.1
PTA	Ing2	0.4
PTA	Ing3	0.3
PTA	Ing5	0.4
PTA	Inha	0.1
PTA	Inhba	0.1
PTA	Inhbb	0.6
PTA	Inhbc	0.1
PTA	Inhbe	0.4
PTA	Inmt	0.1
PTA	Ino80	1.5
PTA	Ino80b	0.1
PTA	Ino80c	0.1
PTA	Ino80e	0.1
PTA	Inpp1	7.2
PTA	Inpp4a	0.3
PTA	Inpp4b	0.5
PTA	Inpp5a	1.8
PTA	Inpp5b	0.8
PTA	Inpp5d	0.1
PTA	Inpp5e	0.8
PTA	Inpp5j	0.1
PTA	Inpp5k	0.1
PTA	Inppl1	1.4
PTA	Insc	0.1
PTA	Insl3	0.1
PTA	Insl5	0.1
PTA	Insl6	0.1
PTA	Insm1	0.1
PTA	Insm2	0.1
PTA	Insrr	0.1
PTA	Ints1	0.1
PTA	Ints12	1.1
PTA	Ints2	0.4
PTA	Ints3	2.3
PTA	Ints5	0.9
PTA	Ints6	0.8
PTA	Ints7	0.1
PTA	Ints9	0.7
PTA	Intu	15.8
PTA	Invs	7.1
PTA	Ip6k2	3.2
PTA	Ip6k3	0.1
PTA	Ipcef1	0.1
PTA	Ipmk	0.7
PTA	Ipo11	0.9
PTA	Ipo13	3.0
PTA	Ipo4	0.8
PTA	Ipo8	0.7
PTA	Ipo9	4.0
PTA	Ipp	0.1
PTA	Ippk	0.1
PTA	Ipw	22.1
PTA	Iqcb1	1.3
PTA	Iqcc	0.1
PTA	Iqcd	0.1
PTA	Iqce	0.4
PTA	Iqcf1	0.1
PTA	Iqcf3	0.1
PTA	Iqcf4	0.1
PTA	Iqcf5	0.1
PTA	Iqcf6	0.1
PTA	Iqcg	9.8
PTA	Iqch	0.1
PTA	Iqcj	0.1
PTA	Iqcj-schip1	0.1
PTA	Iqgap1	7.8
PTA	Iqgap2	0.1
PTA	Iqgap3	0.1
PTA	Iqsec2	0.2
PTA	Iqsec3	0.1
PTA	Iqub	0.1
PTA	Irak1bp1	0.1
PTA	Irak3	0.1
PTA	Irak4	4.5
PTA	Ireb2	0.4
PTA	Irf1	0.1
PTA	Irf2	1.0
PTA	Irf2bp1	0.1
PTA	Irf3	0.2
PTA	Irf4	0.1
PTA	Irf5	0.1
PTA	Irf6	0.1
PTA	Irf7	0.1
PTA	Irf8	0.6
PTA	Irf9	6.3
PTA	Irgq	0.5
PTA	Irs1	0.1
PTA	Irs2	0.5
PTA	Irs4	0.1
PTA	Irx1	0.1
PTA	Irx2	0.1
PTA	Irx3	0.1
PTA	Irx4	0.1
PTA	Irx5	0.1
PTA	Irx6	0.1
PTA	Isg15	0.1
PTA	Isg20	0.1
PTA	Isg20l2	0.1
PTA	Isl1	0.1
PTA	Isl2	0.1
PTA	Islr	0.1
PTA	Islr2	0.1
PTA	Ism1	0.1
PTA	Isoc1	28.3
PTA	Ispd	0.1
PTA	Isx	0.1
PTA	Isy1	0.1
PTA	Isyna1	0.1
PTA	Itfg2	0.1
PTA	Itfg3	0.3
PTA	Itga1	0.1
PTA	Itga10	0.1
PTA	Itga11	0.1
PTA	Itga2	0.3
PTA	Itga2b	0.1
PTA	Itga3	0.3
PTA	Itga4	0.1
PTA	Itga5	1.4
PTA	Itga7	3.5
PTA	Itga8	0.1
PTA	Itga9	0.1
PTA	Itgad	0.1
PTA	Itgae	0.1
PTA	Itgal	0.1
PTA	Itgam	0.1
PTA	Itgax	0.1
PTA	Itgb1bp2	0.1
PTA	Itgb1bp3	0.1
PTA	Itgb2	1.4
PTA	Itgb3	2.1
PTA	Itgb3bp	0.1
PTA	Itgb4	2.6
PTA	Itgb6	0.1
PTA	Itgb7	0.1
PTA	Itgbl1	0.1
PTA	Itih1	0.1
PTA	Itih2	0.1
PTA	Itih4	0.1
PTA	Itih5	0.1
PTA	Itk	0.1
PTA	Itln1	0.1
PTA	Itm2a	0.1
PTA	Itpa	0.1
PTA	Itpk1	11.0
PTA	Itpka	0.1
PTA	Itpkb	6.4
PTA	Itpkc	3.8
PTA	Itpr1	0.1
PTA	Itpr3	0.1
PTA	Itprip	0.1
PTA	Itpripl1	0.1
PTA	Itpripl2	0.2
PTA	Ivl	0.1
PTA	Iws1	12.2
PTA	Iyd	0.1
PTA	Izumo1	0.1
PTA	Izumo2	0.1
PTA	Izumo4	0.1
PTA	Jag1	0.2
PTA	Jag2	0.1
PTA	Jak2	0.3
PTA	Jak3	0.1
PTA	Jakmip1	0.1
PTA	Jakmip2	4.1
PTA	Jakmip3	0.2
PTA	Jam3	5.7
PTA	Jazf1	0.5
PTA	Jdp2	0.1
PTA	Jhdm1d	0.1
PTA	Jmjd4	0.1
PTA	Jmjd5	0.1
PTA	Jmjd6	1.1
PTA	Jmjd7	0.1
PTA	Jmjd8	0.1
PTA	Jmy	1.2
PTA	Josd1	0.2
PTA	Josd2	0.1
PTA	Jph1	0.1
PTA	Jph2	0.1
PTA	Jph3	0.1
PTA	Jph4	0.4
PTA	Jrk	0.1
PTA	Jrkl	0.1
PTA	Jsrp1	0.1
PTA	Junb	1.5
PTA	Jund	1.5
PTA	Jup	0.6
PTA	Kalrn	0.3
PTA	Kank2	0.5
PTA	Kank3	0.1
PTA	Kank4	0.1
PTA	Kars	0.8
PTA	Kat2b	21.3
PTA	Kat5	0.2
PTA	Katna1	0.3
PTA	Katnal1	0.5
PTA	Katnal2	0.1
PTA	Katnb1	0.3
PTA	Kazald1	0.1
PTA	Kazn	0.1
PTA	Kbtbd10	0.3
PTA	Kbtbd12	0.1
PTA	Kbtbd13	0.1
PTA	Kbtbd2	5.8
PTA	Kbtbd3	0.1
PTA	Kbtbd4	0.1
PTA	Kbtbd5	0.1
PTA	Kbtbd7	2.6
PTA	Kbtbd8	0.1
PTA	Kcna1	0.1
PTA	Kcna10	0.1
PTA	Kcna3	0.1
PTA	Kcna4	4.2
PTA	Kcna5	0.1
PTA	Kcna6	0.1
PTA	Kcna7	0.1
PTA	Kcnab1	0.7
PTA	Kcnab2	0.7
PTA	Kcnab3	0.1
PTA	Kcnb1	0.1
PTA	Kcnb2	0.1
PTA	Kcnc1	0.1
PTA	Kcnc2	0.1
PTA	Kcnc3	0.1
PTA	Kcnc4	0.1
PTA	Kcnd1	0.1
PTA	Kcnd2	0.2
PTA	Kcnd3	0.4
PTA	Kcne1	0.1
PTA	Kcne1l	0.2
PTA	Kcne2	0.1
PTA	Kcne3	0.1
PTA	Kcne4	0.1
PTA	Kcnf1	0.1
PTA	Kcng1	0.1
PTA	Kcng2	0.1
PTA	Kcng3	0.1
PTA	Kcng4	0.3
PTA	Kcnh1	0.1
PTA	Kcnh2	0.1
PTA	Kcnh3	0.1
PTA	Kcnh4	0.1
PTA	Kcnh5	0.1
PTA	Kcnh6	0.1
PTA	Kcnh7	0.1
PTA	Kcnh8	0.1
PTA	Kcnip1	16.6
PTA	Kcnip2	0.5
PTA	Kcnip4	2.7
PTA	Kcnj1	0.1
PTA	Kcnj11	0.1
PTA	Kcnj12	0.1
PTA	Kcnj13	0.1
PTA	Kcnj14	0.1
PTA	Kcnj15	0.1
PTA	Kcnj2	0.1
PTA	Kcnj3	0.1
PTA	Kcnj4	0.1
PTA	Kcnj5	0.1
PTA	Kcnj6	0.1
PTA	Kcnj8	0.5
PTA	Kcnj9	0.1
PTA	Kcnk10	0.1
PTA	Kcnk12	0.1
PTA	Kcnk13	0.1
PTA	Kcnk15	0.1
PTA	Kcnk16	0.1
PTA	Kcnk18	0.1
PTA	Kcnk2	0.1
PTA	Kcnk3	0.1
PTA	Kcnk4	0.1
PTA	Kcnk5	0.1
PTA	Kcnk6	0.1
PTA	Kcnk7	0.1
PTA	Kcnk9	0.1
PTA	Kcnma1	8.8
PTA	Kcnmb1	0.7
PTA	Kcnmb2	0.1
PTA	Kcnmb3	0.1
PTA	Kcnmb4	0.1
PTA	Kcnn1	0.1
PTA	Kcnn4	0.1
PTA	Kcnq1	0.1
PTA	Kcnq1ot1	0.1
PTA	Kcnq2	0.1
PTA	Kcnq3	2.2
PTA	Kcnq4	0.1
PTA	Kcnq5	0.1
PTA	Kcnrg	0.1
PTA	Kcns1	0.1
PTA	Kcns2	0.1
PTA	Kcns3	0.1
PTA	Kcnt1	0.1
PTA	Kcnt2	0.1
PTA	Kcnu1	0.1
PTA	Kcnv1	0.1
PTA	Kcnv2	0.1
PTA	Kcp	0.1
PTA	Kctd10	2.6
PTA	Kctd11	0.2
PTA	Kctd12	4.0
PTA	Kctd13	0.2
PTA	Kctd14	0.1
PTA	Kctd15	1.5
PTA	Kctd16	0.1
PTA	Kctd17	0.5
PTA	Kctd19	0.1
PTA	Kctd20	1.7
PTA	Kctd21	1.4
PTA	Kctd3	3.0
PTA	Kctd4	0.1
PTA	Kctd7	1.4
PTA	Kctd8	0.1
PTA	Kctd9	0.1
PTA	Kdelc1	0.1
PTA	Kdelc2	0.3
PTA	Kdelr3	0.1
PTA	Kdm1b	3.8
PTA	Kdm2b	0.4
PTA	Kdm4a	0.1
PTA	Kdm4b	0.5
PTA	Kdm4d	0.1
PTA	Kdm5c	0.3
PTA	Kdm5d	0.9
PTA	Kdm6b	0.1
PTA	Kdr	0.1
PTA	Kdsr	1.8
PTA	Keap1	0.4
PTA	Kel	0.1
PTA	Kera	0.1
PTA	Khdrbs2	0.1
PTA	Khdrbs3	0.2
PTA	Khk	0.1
PTA	Khnyn	1.4
PTA	Khsrp	1.1
PTA	Kif11	0.2
PTA	Kif12	0.1
PTA	Kif13a	2.4
PTA	Kif13b	0.5
PTA	Kif14	0.2
PTA	Kif15	0.1
PTA	Kif16b	1.4
PTA	Kif17	0.1
PTA	Kif18a	0.1
PTA	Kif18b	0.1
PTA	Kif1c	1.5
PTA	Kif20a	0.1
PTA	Kif20b	0.1
PTA	Kif21b	1.9
PTA	Kif22	0.1
PTA	Kif23	0.1
PTA	Kif24	0.4
PTA	Kif26a	0.1
PTA	Kif26b	0.1
PTA	Kif27	1.1
PTA	Kif2b	0.1
PTA	Kif2c	0.1
PTA	Kif3b	1.3
PTA	Kif3c	7.3
PTA	Kif5c	2.6
PTA	Kif6	1.7
PTA	Kif7	0.4
PTA	Kif9	0.1
PTA	Kifc1	0.1
PTA	Kifc2	0.1
PTA	Kir3dl1	0.1
PTA	Kir3dl2	0.1
PTA	Kirrel	0.1
PTA	Kirrel2	0.1
PTA	Kiss1	0.1
PTA	Kiss1r	0.1
PTA	Kit	0.1
PTA	Kl	0.1
PTA	Klb	0.1
PTA	Klc2	0.1
PTA	Klc3	0.1
PTA	Klc4	0.7
PTA	Klf1	0.1
PTA	Klf10	2.1
PTA	Klf11	0.1
PTA	Klf13	0.5
PTA	Klf14	0.1
PTA	Klf16	0.1
PTA	Klf17	0.1
PTA	Klf2	0.1
PTA	Klf4	0.1
PTA	Klf5	0.1
PTA	Klf8	0.1
PTA	Klhdc1	1.2
PTA	Klhdc10	3.1
PTA	Klhdc3	1.5
